income,debt_ratio,history_years,defaults,age,protected,approved_historical,approved_merit_only
54.09,0.15,4.74,0.0,39.48,1.0,1,1
53.26,0.44,9.83,0.0,35.19,1.0,1,1
22.81,0.21,6.84,1.0,46.82,1.0,0,0
26.98,0.5,7.97,1.0,32.82,0.0,0,0
20.01,0.12,5.62,1.0,53.64,1.0,0,0
35.33,0.12,12.31,1.0,44.09,0.0,0,0
18.38,0.2,10.06,1.0,33.42,1.0,0,0
19.25,0.3,3.2,0.0,51.31,1.0,0,0
15.55,0.17,5.97,1.0,35.5,1.0,0,0
17.31,0.46,13.55,1.0,49.44,1.0,0,0
19.85,0.24,5.02,0.0,53.78,1.0,0,0
41.55,0.64,19.95,0.0,90.0,0.0,0,0
22.92,0.39,8.5,0.0,58.46,0.0,0,0
22.71,0.15,7.86,1.0,49.22,0.0,0,0
21.99,0.11,3.38,0.0,38.05,0.0,0,0
18.73,0.07,4.04,0.0,44.3,0.0,1,1
31.86,0.32,7.8,2.0,54.69,1.0,0,0
27.86,0.35,11.39,2.0,52.9,0.0,0,0
22.11,0.25,3.61,1.0,18.0,0.0,0,0
57.71,0.44,4.27,0.0,26.79,0.0,1,1
34.73,0.53,8.8,0.0,27.29,0.0,0,0
30.38,0.33,7.82,0.0,38.54,0.0,1,1
28.9,0.16,3.67,0.0,36.46,1.0,0,1
51.5,0.44,2.67,1.0,31.92,0.0,0,0
24.3,0.18,9.45,0.0,31.34,0.0,0,0
58.47,0.13,5.08,0.0,55.57,0.0,1,1
80.62,0.54,13.11,1.0,18.0,0.0,0,0
26.84,0.1,3.64,0.0,56.88,1.0,0,1
64.19,0.23,16.51,1.0,38.46,0.0,1,1
78.8,0.39,3.84,1.0,54.71,0.0,0,0
40.21,0.16,8.66,0.0,45.01,0.0,1,1
34.45,0.43,11.08,1.0,33.67,1.0,0,0
24.38,0.38,5.82,0.0,29.23,0.0,0,0
27.75,0.11,2.64,1.0,48.25,0.0,0,0
52.05,0.2,20.24,0.0,45.16,0.0,1,1
33.95,0.61,1.92,0.0,62.92,1.0,0,0
34.64,0.29,16.91,0.0,29.91,0.0,1,1
60.35,0.08,6.68,0.0,36.08,0.0,1,1
26.83,0.1,9.76,0.0,41.95,1.0,0,1
43.18,0.24,5.36,0.0,40.43,0.0,1,1
49.92,0.49,1.98,1.0,26.74,1.0,0,0
82.6,0.16,9.06,1.0,40.26,0.0,1,1
45.78,0.39,3.39,0.0,63.24,0.0,0,0
61.13,0.47,11.78,1.0,43.95,0.0,0,0
41.0,0.25,7.97,0.0,46.41,0.0,1,1
104.54,0.13,7.97,0.0,39.51,0.0,1,1
42.76,0.25,13.24,0.0,43.51,1.0,1,1
33.67,0.21,2.08,0.0,26.39,0.0,0,0
33.07,0.29,13.22,0.0,46.5,0.0,1,1
13.99,0.37,5.04,0.0,57.02,1.0,0,0
37.7,0.31,25.79,1.0,18.0,1.0,0,1
18.45,0.1,8.1,1.0,55.46,0.0,0,0
27.3,0.21,14.35,1.0,36.57,0.0,0,0
28.16,0.3,20.16,1.0,52.7,0.0,0,0
33.07,0.45,9.32,1.0,36.12,1.0,0,0
19.02,0.2,19.43,1.0,24.57,0.0,0,0
32.73,0.29,8.58,0.0,23.41,0.0,0,0
39.04,0.25,16.18,0.0,18.0,0.0,1,1
30.3,0.16,8.56,1.0,40.27,0.0,0,0
36.35,0.65,2.74,0.0,54.22,0.0,0,0
25.83,0.57,4.4,1.0,36.42,1.0,0,0
80.29,0.24,9.44,0.0,46.39,0.0,1,1
36.45,0.19,11.37,2.0,52.93,0.0,0,0
45.64,0.62,14.21,0.0,29.85,0.0,0,0
33.21,0.32,6.73,0.0,45.79,1.0,0,1
23.63,0.33,6.75,1.0,40.24,1.0,0,0
44.59,0.3,12.67,1.0,68.69,0.0,0,0
134.69,0.13,10.9,0.0,30.49,0.0,1,1
38.85,0.22,4.88,0.0,47.18,0.0,1,1
61.71,0.3,9.86,2.0,35.85,0.0,0,0
13.92,0.38,6.75,0.0,55.54,0.0,0,0
44.78,0.46,3.32,1.0,43.39,0.0,0,0
40.27,0.21,1.83,0.0,43.26,0.0,0,0
52.54,0.16,8.45,0.0,62.36,0.0,1,1
41.09,0.37,9.05,0.0,48.54,0.0,1,1
100.21,0.22,6.63,1.0,50.17,0.0,1,1
24.49,0.21,8.1,2.0,48.21,0.0,0,0
23.18,0.42,4.87,0.0,55.56,1.0,0,0
17.03,0.3,5.13,0.0,41.05,1.0,0,0
24.61,0.34,4.1,0.0,44.62,0.0,0,0
43.75,0.27,11.77,1.0,51.71,1.0,0,0
17.46,0.07,12.62,1.0,55.61,1.0,0,0
40.63,0.26,2.75,0.0,42.07,0.0,0,0
48.91,0.36,3.81,0.0,26.88,0.0,1,1
17.34,0.3,11.54,1.0,52.76,1.0,0,0
31.58,0.16,4.89,0.0,52.42,1.0,0,1
15.86,0.24,10.63,0.0,56.88,0.0,0,0
39.48,0.3,3.72,0.0,42.17,0.0,0,0
26.13,0.33,9.68,0.0,45.8,0.0,0,0
30.16,0.19,18.31,0.0,36.75,1.0,0,1
47.08,0.12,11.25,2.0,29.07,0.0,0,0
22.36,0.26,13.98,1.0,66.75,1.0,0,0
21.69,0.25,5.59,1.0,37.6,1.0,0,0
35.1,0.28,3.4,0.0,46.18,0.0,0,0
62.9,0.61,8.2,0.0,45.69,0.0,1,1
54.11,0.19,9.16,0.0,33.05,0.0,1,1
10.67,0.24,17.11,0.0,38.49,1.0,0,0
18.47,0.31,7.88,0.0,40.25,1.0,0,0
22.8,0.3,9.6,1.0,29.16,1.0,0,0
32.98,0.18,15.2,0.0,33.94,0.0,1,1
25.0,0.05,11.6,0.0,37.17,1.0,0,1
34.27,0.18,14.71,1.0,52.61,0.0,1,1
27.6,0.28,10.48,2.0,37.02,1.0,0,0
30.99,0.26,10.7,1.0,32.71,0.0,0,0
24.03,0.3,13.47,1.0,79.86,0.0,0,0
45.13,0.14,6.59,0.0,56.21,0.0,1,1
40.53,0.34,5.72,0.0,18.0,0.0,1,1
58.73,0.28,5.06,0.0,27.95,0.0,1,1
32.01,0.72,4.41,0.0,44.32,0.0,0,0
23.95,0.45,3.35,0.0,37.28,0.0,0,0
27.52,0.22,3.35,1.0,37.27,1.0,0,0
93.45,0.09,17.43,1.0,67.61,0.0,1,1
64.6,0.21,5.92,0.0,43.43,0.0,1,1
36.77,0.25,8.79,1.0,58.5,0.0,0,0
24.7,0.22,3.55,0.0,41.43,1.0,0,1
38.0,0.41,6.91,2.0,23.46,0.0,0,0
20.73,0.21,5.11,1.0,39.49,0.0,0,0
44.51,0.19,13.6,0.0,50.96,0.0,1,1
31.52,0.26,3.28,0.0,40.6,0.0,0,0
32.66,0.1,4.21,0.0,53.72,0.0,1,1
24.68,0.36,13.44,0.0,34.9,0.0,1,1
17.17,0.13,8.06,0.0,19.23,1.0,0,1
37.58,0.41,10.24,0.0,32.91,1.0,0,0
27.07,0.18,8.57,0.0,25.56,0.0,1,1
55.91,0.07,7.85,0.0,56.01,0.0,1,1
35.39,0.28,4.98,1.0,46.13,0.0,0,0
31.07,0.4,7.18,0.0,44.58,0.0,0,0
93.98,0.04,3.35,0.0,45.69,0.0,1,1
29.9,0.3,14.25,1.0,32.8,0.0,0,0
39.68,0.16,2.14,0.0,33.14,1.0,0,1
21.81,0.11,15.52,0.0,40.77,0.0,1,1
47.74,0.5,15.52,2.0,31.76,0.0,0,0
26.61,0.31,9.21,1.0,35.19,1.0,0,0
25.46,0.12,2.29,1.0,33.53,1.0,0,0
33.66,0.19,10.22,1.0,37.59,0.0,0,0
62.91,0.4,7.1,1.0,53.42,0.0,0,0
44.83,0.16,2.46,0.0,45.36,0.0,1,1
35.28,0.25,7.38,1.0,43.76,0.0,0,0
69.1,0.15,13.33,0.0,18.0,0.0,1,1
40.42,0.32,16.21,2.0,49.35,0.0,0,0
27.9,0.4,2.53,0.0,32.59,0.0,0,0
103.89,0.39,2.79,1.0,39.38,1.0,0,0
45.2,0.12,13.78,0.0,46.98,1.0,1,1
27.43,0.35,6.34,0.0,18.0,0.0,0,0
26.94,0.45,2.39,0.0,26.37,0.0,0,0
17.86,0.18,2.34,0.0,46.9,1.0,0,0
59.42,0.45,7.39,0.0,62.62,1.0,0,1
30.5,0.44,12.46,0.0,28.96,1.0,0,0
25.17,0.12,5.4,1.0,31.35,0.0,0,0
87.07,0.07,11.51,0.0,58.12,0.0,1,1
42.67,0.4,6.92,0.0,25.02,1.0,0,0
49.25,0.14,12.91,0.0,37.3,0.0,1,1
33.24,0.36,9.74,0.0,39.86,1.0,0,0
26.19,0.16,2.67,1.0,60.3,0.0,0,0
45.29,0.42,3.86,1.0,46.38,0.0,0,0
35.26,0.1,12.61,3.0,54.34,0.0,0,0
23.65,0.05,5.95,1.0,41.71,0.0,0,0
45.69,0.31,2.49,0.0,46.47,0.0,0,0
24.29,0.4,4.01,0.0,52.07,1.0,0,0
33.79,0.37,1.2,0.0,44.46,0.0,0,0
49.87,0.64,4.43,0.0,18.0,0.0,0,0
44.66,0.28,27.42,1.0,39.7,0.0,1,1
69.72,0.23,3.35,0.0,22.54,0.0,1,1
40.33,0.6,4.99,0.0,45.26,0.0,0,0
23.62,0.23,18.32,1.0,35.67,0.0,0,0
33.46,0.18,6.03,0.0,33.3,0.0,1,1
48.2,0.37,19.89,0.0,58.09,1.0,0,1
21.76,0.14,6.26,1.0,30.99,0.0,0,0
69.84,0.35,16.7,0.0,35.94,1.0,1,1
31.79,0.13,9.32,0.0,32.67,1.0,0,1
55.79,0.15,11.8,2.0,60.41,0.0,0,0
15.82,0.3,14.74,0.0,40.21,0.0,1,1
22.87,0.03,2.35,0.0,67.72,1.0,0,1
25.51,0.21,2.22,0.0,48.08,0.0,0,0
47.46,0.42,14.59,1.0,43.57,0.0,0,0
32.94,0.13,8.45,0.0,50.55,0.0,1,1
15.84,0.09,6.22,0.0,63.73,0.0,0,0
33.15,0.24,6.94,1.0,33.09,1.0,0,0
20.74,0.15,4.28,0.0,43.1,1.0,0,0
20.71,0.33,7.24,0.0,50.11,1.0,0,0
45.35,0.23,5.81,1.0,31.11,1.0,0,0
20.91,0.4,5.38,0.0,47.85,1.0,0,0
57.76,0.21,9.24,0.0,39.35,1.0,1,1
21.06,0.28,14.85,0.0,50.33,1.0,0,1
63.51,0.4,12.66,0.0,28.18,0.0,1,1
22.77,0.31,4.24,0.0,52.22,0.0,0,0
28.35,0.18,5.86,1.0,42.14,0.0,0,0
35.1,0.26,4.17,0.0,72.27,0.0,1,1
31.81,0.2,9.03,0.0,50.49,0.0,1,1
77.32,0.22,22.58,1.0,32.7,0.0,1,1
40.1,0.05,13.79,0.0,62.24,0.0,1,1
22.24,0.19,9.71,0.0,46.61,0.0,0,0
55.04,0.23,6.38,0.0,54.26,0.0,1,1
18.28,0.19,6.43,0.0,41.85,1.0,0,0
16.4,0.34,13.54,0.0,23.11,0.0,0,0
42.18,0.15,13.57,0.0,63.14,0.0,1,1
30.11,0.31,31.41,0.0,50.81,0.0,1,1
26.88,0.3,11.06,0.0,25.69,0.0,0,0
55.57,0.27,8.97,0.0,35.16,0.0,1,1
58.57,0.26,6.56,0.0,38.44,0.0,1,1
25.91,0.19,13.54,0.0,30.09,0.0,1,1
38.69,0.54,12.37,0.0,39.18,0.0,0,0
46.39,0.39,5.93,1.0,56.07,0.0,0,0
29.17,0.41,7.18,0.0,45.33,1.0,0,0
35.17,0.31,8.91,1.0,50.37,1.0,0,0
64.3,0.2,4.22,0.0,44.29,0.0,1,1
89.03,0.11,12.92,0.0,42.46,0.0,1,1
10.0,0.25,7.19,1.0,60.67,1.0,0,0
78.39,0.03,8.64,0.0,28.59,1.0,1,1
49.97,0.45,2.25,0.0,48.83,1.0,0,0
30.13,0.2,7.41,1.0,30.39,0.0,0,0
39.71,0.3,10.1,1.0,32.58,0.0,0,0
57.36,0.4,7.49,0.0,29.92,1.0,1,1
21.41,0.38,11.45,2.0,62.28,1.0,0,0
25.24,0.33,8.95,0.0,42.71,0.0,0,0
10.02,0.13,13.76,0.0,48.85,1.0,0,1
22.13,0.3,8.17,0.0,48.13,0.0,1,1
46.94,0.17,9.17,0.0,34.2,1.0,0,1
33.63,0.17,7.63,1.0,25.93,0.0,0,0
18.78,0.24,10.51,0.0,62.62,0.0,0,0
63.11,0.19,10.35,1.0,47.56,0.0,1,1
48.02,0.6,15.5,1.0,18.0,0.0,0,0
14.35,0.04,13.95,1.0,39.22,1.0,0,0
43.11,0.52,6.4,0.0,30.19,0.0,0,0
24.77,0.37,5.58,1.0,36.06,0.0,0,0
32.61,0.32,24.27,0.0,36.79,0.0,1,1
49.79,0.05,12.16,0.0,32.33,0.0,1,1
18.54,0.14,9.91,1.0,25.85,0.0,0,0
30.57,0.07,3.87,0.0,32.98,0.0,1,1
40.0,0.17,11.47,1.0,34.14,0.0,0,0
33.55,0.66,7.61,0.0,68.87,0.0,0,0
44.17,0.39,16.6,1.0,56.18,0.0,0,0
30.25,0.13,5.52,0.0,54.09,0.0,1,1
45.53,0.54,0.86,0.0,40.62,0.0,0,0
31.74,0.14,6.65,0.0,49.53,0.0,1,1
88.03,0.22,8.95,1.0,18.0,0.0,1,1
29.46,0.4,18.17,0.0,60.72,1.0,0,0
27.92,0.17,9.59,1.0,42.05,1.0,0,0
34.32,0.06,5.8,0.0,35.78,0.0,1,1
24.08,0.09,8.76,0.0,41.35,1.0,0,0
114.57,0.25,5.05,0.0,47.7,0.0,1,1
23.51,0.7,9.4,0.0,21.17,0.0,0,0
10.0,0.17,7.35,1.0,43.09,1.0,0,0
39.63,0.21,21.89,1.0,55.12,0.0,1,1
52.06,0.34,8.93,0.0,50.88,1.0,0,1
42.71,0.2,8.31,0.0,23.84,0.0,1,1
12.65,0.29,4.5,1.0,18.0,1.0,0,0
37.44,0.41,2.76,1.0,31.56,0.0,0,0
27.97,0.12,21.54,0.0,35.17,0.0,1,1
46.83,0.05,13.5,1.0,43.71,0.0,1,1
28.29,0.28,8.76,1.0,52.51,1.0,0,0
38.97,0.03,6.63,2.0,35.91,0.0,0,0
50.28,0.2,5.32,1.0,38.03,0.0,1,1
46.54,0.41,11.77,0.0,34.53,0.0,1,1
16.0,0.12,9.67,0.0,52.75,1.0,0,1
19.69,0.69,7.46,2.0,33.39,0.0,0,0
49.13,0.16,21.59,1.0,38.92,1.0,0,1
45.88,0.62,10.52,0.0,67.88,1.0,0,0
32.28,0.07,12.86,0.0,42.18,1.0,0,1
24.59,0.28,14.85,0.0,30.69,0.0,1,1
16.0,0.44,5.53,1.0,33.2,0.0,0,0
52.05,0.35,8.58,0.0,56.08,0.0,1,1
60.09,0.07,5.51,1.0,58.93,0.0,1,1
33.91,0.06,10.51,0.0,53.55,0.0,1,1
17.56,0.32,13.48,0.0,44.83,0.0,0,0
43.83,0.23,22.02,0.0,31.48,0.0,1,1
36.79,0.2,6.96,0.0,48.8,0.0,1,1
22.99,0.2,18.82,1.0,31.65,0.0,0,0
39.9,0.15,6.74,0.0,44.28,0.0,1,1
26.5,0.03,11.52,0.0,33.45,1.0,1,1
16.67,0.06,8.0,0.0,29.53,0.0,1,1
26.36,0.27,2.66,0.0,46.65,1.0,0,0
47.26,0.29,9.95,0.0,40.56,0.0,1,1
35.85,0.58,10.37,0.0,57.98,0.0,0,0
23.46,0.53,5.47,0.0,49.06,0.0,0,0
35.13,0.32,12.6,0.0,37.5,0.0,1,1
52.05,0.19,7.32,1.0,43.3,0.0,1,1
32.7,0.14,10.89,0.0,58.98,1.0,0,1
42.68,0.35,5.86,0.0,56.05,0.0,1,1
20.54,0.2,18.15,0.0,43.41,0.0,1,1
69.58,0.22,3.9,1.0,38.49,0.0,0,0
55.05,0.07,9.44,0.0,49.5,0.0,1,1
21.53,0.28,8.95,1.0,20.51,0.0,0,0
18.24,0.41,3.01,0.0,35.61,0.0,0,0
42.58,0.41,11.39,0.0,49.11,0.0,1,1
38.75,0.5,25.76,0.0,50.0,0.0,0,0
32.05,0.34,11.82,1.0,18.66,0.0,0,0
70.75,0.59,4.88,0.0,53.71,1.0,0,0
59.67,0.08,14.72,0.0,58.81,0.0,1,1
27.14,0.41,2.15,0.0,18.0,0.0,0,0
90.75,0.26,8.11,1.0,70.07,0.0,1,1
20.47,0.33,11.05,1.0,44.24,1.0,0,0
38.37,0.14,16.55,0.0,32.05,0.0,1,1
13.0,0.16,9.06,0.0,55.15,1.0,0,1
23.99,0.45,10.97,0.0,32.45,0.0,0,0
57.55,0.11,4.29,0.0,46.21,0.0,1,1
25.41,0.61,10.98,0.0,35.87,1.0,0,0
30.21,0.05,5.83,0.0,48.68,0.0,1,1
34.38,0.25,3.49,0.0,36.01,0.0,0,0
60.4,0.5,4.03,0.0,48.72,1.0,0,0
18.56,0.36,18.54,1.0,21.14,0.0,0,0
68.0,0.19,6.3,0.0,41.53,1.0,1,1
10.89,0.21,7.02,1.0,19.99,1.0,0,0
62.38,0.1,11.27,0.0,51.91,0.0,1,1
55.45,0.24,7.45,0.0,60.27,0.0,1,1
46.98,0.26,21.47,0.0,43.2,0.0,1,1
42.68,0.2,19.39,0.0,42.09,1.0,1,1
31.89,0.14,7.3,1.0,58.89,1.0,0,0
30.43,0.13,4.07,1.0,46.49,0.0,0,0
42.27,0.26,17.56,0.0,52.59,0.0,1,1
26.95,0.02,14.54,0.0,23.37,0.0,1,1
95.96,0.12,3.74,0.0,22.53,0.0,1,1
21.01,0.4,9.45,0.0,46.35,0.0,0,0
35.5,0.28,5.77,1.0,33.6,1.0,0,0
34.14,0.17,3.75,0.0,61.54,0.0,1,1
27.4,0.12,12.34,0.0,46.73,0.0,1,1
26.13,0.34,1.3,1.0,58.79,1.0,0,0
30.53,0.29,6.85,1.0,42.25,1.0,0,0
14.14,0.27,12.76,1.0,34.82,1.0,0,0
46.16,0.22,5.88,0.0,36.15,0.0,1,1
29.46,0.25,19.88,0.0,25.69,0.0,1,1
10.32,0.02,14.73,0.0,18.0,1.0,1,1
51.39,0.09,10.68,0.0,34.43,0.0,1,1
17.48,0.43,22.53,1.0,45.45,1.0,0,0
28.9,0.36,7.34,0.0,43.35,0.0,0,0
32.58,0.31,2.68,1.0,52.18,1.0,0,0
69.71,0.56,5.23,0.0,51.62,0.0,0,0
51.27,0.17,12.54,0.0,56.45,1.0,1,1
33.67,0.2,2.32,0.0,51.1,0.0,1,1
29.18,0.21,15.42,0.0,18.0,1.0,0,1
90.79,0.27,2.78,0.0,37.35,0.0,1,1
20.16,0.16,11.38,0.0,33.02,0.0,0,0
34.63,0.12,2.11,1.0,55.14,1.0,0,0
34.14,0.65,8.54,0.0,55.53,0.0,0,0
21.83,0.24,16.35,1.0,36.14,0.0,0,0
26.15,0.35,5.04,0.0,48.47,1.0,0,0
23.77,0.3,8.17,0.0,45.06,1.0,0,0
15.77,0.22,8.37,0.0,52.42,1.0,0,0
27.67,0.42,13.33,1.0,49.9,1.0,0,0
28.64,0.38,11.56,0.0,69.85,0.0,0,0
56.23,0.44,10.74,0.0,37.76,1.0,0,1
53.77,0.48,7.32,0.0,58.31,0.0,1,1
51.08,0.15,5.04,0.0,59.96,0.0,1,1
33.02,0.31,4.76,0.0,40.91,0.0,0,0
26.47,0.07,6.39,0.0,36.06,0.0,1,1
37.96,0.15,21.2,1.0,19.7,1.0,0,1
22.49,0.44,8.83,0.0,38.24,1.0,0,0
29.07,0.12,6.64,0.0,75.49,0.0,1,1
15.49,0.23,10.05,0.0,41.21,0.0,1,1
41.94,0.52,18.42,1.0,47.12,0.0,0,0
68.34,0.23,9.97,0.0,42.85,1.0,1,1
61.3,0.29,11.26,0.0,58.01,0.0,1,1
20.6,0.39,7.6,0.0,31.07,1.0,0,0
54.19,0.48,7.87,1.0,42.88,0.0,0,0
25.26,0.31,13.41,0.0,44.69,0.0,1,1
29.61,0.58,13.06,2.0,28.73,0.0,0,0
33.34,0.67,9.12,0.0,30.78,1.0,0,0
46.13,0.66,6.71,1.0,36.68,1.0,0,0
21.02,0.26,6.01,0.0,57.8,0.0,0,0
42.0,0.04,8.58,0.0,55.47,0.0,1,1
35.18,0.29,12.43,0.0,46.46,0.0,1,1
22.39,0.16,5.04,1.0,38.15,1.0,0,0
26.61,0.31,9.52,0.0,41.2,1.0,0,0
21.51,0.36,9.51,1.0,42.8,0.0,0,0
29.79,0.4,5.31,0.0,31.35,0.0,0,0
46.52,0.39,13.38,0.0,39.65,1.0,0,1
27.18,0.06,7.7,0.0,75.88,0.0,1,1
22.33,0.47,8.25,0.0,53.77,0.0,0,0
28.5,0.38,8.45,1.0,46.2,1.0,0,0
30.96,0.07,8.16,1.0,33.55,0.0,0,0
31.9,0.32,6.11,0.0,31.86,1.0,0,0
27.61,0.3,6.89,1.0,34.62,1.0,0,0
19.42,0.11,4.01,1.0,32.63,0.0,0,0
32.48,0.12,7.65,0.0,20.54,0.0,1,1
30.46,0.37,4.79,1.0,36.24,0.0,0,0
57.25,0.14,8.65,0.0,52.41,0.0,1,1
27.23,0.37,15.37,1.0,33.18,1.0,0,0
28.97,0.24,30.76,0.0,35.58,0.0,1,1
17.45,0.23,12.0,0.0,34.63,0.0,1,1
64.63,0.16,4.0,0.0,45.26,1.0,1,1
56.61,0.06,12.73,0.0,28.7,0.0,1,1
28.91,0.17,5.41,1.0,61.64,1.0,0,0
28.9,0.11,9.57,0.0,48.13,0.0,1,1
29.98,0.26,5.55,0.0,29.1,0.0,1,1
22.7,0.22,7.86,1.0,54.26,0.0,0,0
56.94,0.26,10.05,1.0,43.04,0.0,0,0
50.15,0.26,2.06,0.0,29.14,0.0,1,1
40.14,0.24,6.65,0.0,42.55,1.0,0,1
25.8,0.3,13.71,0.0,29.99,1.0,0,0
19.92,0.07,9.26,1.0,44.31,0.0,0,0
22.3,0.5,4.52,0.0,38.35,1.0,0,0
42.87,0.13,7.28,1.0,28.65,0.0,0,0
33.61,0.39,16.49,1.0,37.67,0.0,0,0
25.9,0.03,16.43,1.0,42.28,0.0,1,1
21.19,0.12,10.9,1.0,37.25,0.0,0,0
38.49,0.29,5.88,0.0,50.92,1.0,0,0
40.0,0.35,11.05,1.0,53.65,0.0,0,0
71.18,0.17,12.85,0.0,53.06,0.0,1,1
80.05,0.14,13.86,1.0,33.5,0.0,1,1
75.56,0.33,14.54,1.0,18.0,0.0,1,1
26.41,0.14,7.7,0.0,36.69,0.0,1,1
21.33,0.37,1.92,2.0,42.55,0.0,0,0
31.24,0.64,13.06,3.0,27.86,0.0,0,0
78.87,0.35,4.29,0.0,43.15,0.0,1,1
62.34,0.49,16.73,0.0,66.14,0.0,1,1
49.86,0.14,7.12,0.0,58.8,0.0,1,1
23.36,0.28,7.09,0.0,42.36,1.0,0,0
41.66,0.29,6.3,0.0,42.79,1.0,0,0
39.94,0.27,4.6,1.0,46.0,0.0,0,0
58.62,0.24,6.24,0.0,45.75,1.0,1,1
25.13,0.1,1.46,0.0,18.0,0.0,1,1
23.14,0.16,18.37,0.0,33.45,1.0,1,1
105.28,0.22,8.69,2.0,49.29,0.0,1,1
28.9,0.24,15.94,1.0,54.01,1.0,0,0
38.73,0.24,11.3,0.0,18.54,1.0,0,1
29.1,0.3,17.59,0.0,58.25,0.0,1,1
34.07,0.34,4.58,0.0,38.41,1.0,0,0
37.37,0.05,5.18,1.0,37.24,0.0,0,0
17.98,0.3,7.72,0.0,42.68,1.0,0,0
68.56,0.42,15.84,2.0,42.9,1.0,0,0
18.76,0.19,12.46,0.0,34.36,0.0,1,1
47.03,0.11,5.08,0.0,33.96,0.0,1,1
24.11,0.4,15.26,0.0,33.75,0.0,0,0
25.06,0.76,8.43,0.0,28.13,1.0,0,0
44.95,0.36,15.11,0.0,29.45,0.0,1,1
29.39,0.12,13.99,0.0,51.31,0.0,1,1
34.0,0.24,21.1,0.0,18.0,0.0,1,1
33.4,0.28,8.39,1.0,55.77,0.0,0,0
56.34,0.17,9.52,0.0,33.58,0.0,1,1
59.39,0.17,9.77,1.0,37.35,1.0,0,1
27.94,0.35,11.53,0.0,70.87,1.0,0,0
35.74,0.12,9.48,1.0,48.5,0.0,0,0
38.85,0.26,9.74,1.0,28.53,0.0,0,0
34.14,0.29,4.92,0.0,30.03,1.0,0,0
32.34,0.12,9.3,1.0,46.17,0.0,0,0
33.79,0.2,5.5,0.0,33.59,1.0,0,1
12.3,0.42,13.38,1.0,39.48,0.0,0,0
26.12,0.27,9.82,0.0,31.35,1.0,0,1
24.1,0.32,14.41,0.0,39.59,0.0,1,1
58.51,0.16,6.57,0.0,48.72,0.0,1,1
45.52,0.11,4.08,0.0,36.92,0.0,1,1
30.96,0.03,2.86,1.0,57.71,0.0,0,0
43.08,0.17,8.65,0.0,53.24,1.0,1,1
17.0,0.34,7.77,0.0,40.87,0.0,0,0
39.56,0.25,7.97,1.0,20.43,0.0,0,0
26.43,0.18,5.43,0.0,37.38,0.0,1,1
61.4,0.29,6.48,2.0,27.35,1.0,0,0
41.59,0.27,10.39,0.0,23.26,1.0,0,1
21.36,0.57,3.69,1.0,64.71,1.0,0,0
37.72,0.2,4.26,2.0,63.89,1.0,0,0
18.36,0.25,10.09,0.0,41.59,1.0,0,1
26.74,0.33,12.73,0.0,27.59,0.0,0,0
59.67,0.36,3.88,0.0,18.0,1.0,0,1
30.78,0.21,6.6,0.0,37.46,0.0,1,1
22.86,0.21,13.02,1.0,44.62,1.0,0,0
28.67,0.1,16.69,0.0,55.79,1.0,0,1
19.76,0.15,10.35,0.0,26.35,0.0,1,1
36.17,0.14,6.36,0.0,44.93,0.0,1,1
29.79,0.14,5.27,1.0,41.41,1.0,0,0
57.32,0.21,12.04,1.0,18.0,0.0,1,1
17.15,0.04,4.93,2.0,33.52,0.0,0,0
47.12,0.31,21.1,1.0,57.38,1.0,0,1
32.57,0.21,2.79,0.0,39.51,1.0,0,1
56.78,0.19,21.56,1.0,44.45,0.0,1,1
106.54,0.26,3.73,0.0,41.19,0.0,1,1
21.9,0.26,7.8,1.0,41.77,1.0,0,0
60.59,0.26,14.52,0.0,37.75,1.0,1,1
44.73,0.79,5.83,1.0,42.72,0.0,0,0
60.39,0.13,8.63,0.0,30.9,0.0,1,1
35.04,0.64,11.84,0.0,31.84,0.0,0,0
15.92,0.35,3.31,0.0,38.3,1.0,0,0
69.12,0.61,18.79,0.0,63.35,0.0,1,1
33.56,0.49,15.17,0.0,44.68,1.0,0,0
56.63,0.02,21.2,0.0,47.9,1.0,1,1
50.51,0.32,15.61,0.0,40.39,0.0,1,1
71.79,0.69,7.96,1.0,49.45,0.0,0,0
74.95,0.05,2.91,1.0,51.66,1.0,1,1
41.32,0.43,18.25,0.0,26.8,0.0,1,1
62.6,0.21,11.61,0.0,35.28,1.0,1,1
37.4,0.29,7.05,1.0,40.43,0.0,0,0
56.88,0.17,10.11,0.0,55.74,1.0,0,1
20.08,0.49,11.91,0.0,27.29,1.0,0,0
36.25,0.5,2.94,0.0,49.51,0.0,0,0
31.65,0.07,12.59,1.0,52.1,0.0,0,0
74.53,0.28,5.59,0.0,21.73,0.0,1,1
30.46,0.22,4.16,0.0,27.1,0.0,1,1
26.08,0.33,3.23,2.0,42.31,1.0,0,0
38.73,0.06,16.78,0.0,35.99,1.0,1,1
31.11,0.23,8.02,0.0,49.93,0.0,0,0
23.48,0.29,17.1,0.0,39.92,1.0,0,1
50.31,0.28,11.29,1.0,50.36,0.0,0,0
45.57,0.42,2.5,1.0,33.14,0.0,0,0
32.9,0.15,11.67,0.0,61.58,0.0,1,1
35.6,0.12,19.41,0.0,36.85,1.0,1,1
35.17,0.14,8.31,0.0,59.4,0.0,1,1
29.6,0.14,20.7,0.0,67.71,0.0,1,1
55.18,0.23,11.35,0.0,49.02,0.0,1,1
20.76,0.33,3.77,0.0,35.67,1.0,0,1
